,b_sequence,std_sequence,p_l_sequence,b_close_after,std_close_after,p_l_close_after,b_close_before,std_close_before,p_l_close_before,b_far_after,std_far_after,p_l_far_after,b_far_before,std_far_before,p_l_far_before,b_before,std_before,p_l_before,b_after,std_after,p_l_after,b_close,std_close,p_l_close,b_far,std_far,p_l_far,b_before1,std_before1,p_l_before1,b_before2,std_before2,p_l_before2,b_before1_close,std_before1_close,p_l_before1_close,b_before2_close,std_before2_close,p_l_before2_close
4122027,0.8937138242609146,0.015531669808320318,0.0009999999999998899,0.9137956653715553,0.0278665073777537,0.0009999999999998899,0.7732726465403167,0.08560736197465338,0.1626208990750838,0.8898462468627598,0.044875030191289696,0.09920017064331005,0.8865072035323777,0.021084746759290306,0.034196485620753586,0.8827842640422106,0.02055973419043222,0.08244586556660591,0.9077486035873364,0.023696536634570328,0.0009999999999998899,0.9062831471835564,0.02671148739826049,0.0011457760210123987,0.8870713721403841,0.019089601931071384,0.011138648650989822,0.8464781895433002,0.028234848175494515,0.1365475260194599,0.9223175073028571,0.029815563490757396,0.5176629961851669,,,,,,
4432311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477389,1.1516835463037787,0.010432557766388987,0.0009999999999998899,1.0874833772947077,0.020424208810864868,0.03910870156465833,1.1674687716220846,0.014777991113574326,0.0009999999999998899,1.135591908648012,0.0402367039148697,0.1841158263487961,1.1965968116945522,0.02473546423057926,0.02123493992310117,1.1748416794828487,0.012694682438504192,0.0009999999999998899,1.0979445380454835,0.0182199794371369,0.006596241550280357,1.142588010374085,0.011998090885037734,0.0009999999999998899,1.1801143760346182,0.021087249217673795,0.002888323519996104,1.1821572629019446,0.017972666881283763,0.0009999999999998899,1.1676166230726532,0.017931382134171104,0.0009999999999998899,1.1589188367361054,0.020978287807215976,0.0009999999999998899,1.1761442953740466,0.020810020230573528,0.0010009730942460258
4503977,0.7194551257562338,0.023370558558174135,0.38540410161001826,,,,0.5687118640239088,0.06623658597758533,0.3317391611061303,0.7443481102316316,0.06142825199386648,0.06197876576729458,0.741561030209469,0.027864191420054713,0.44465656805919906,0.717270128427018,0.026040363368532066,0.32137718474950566,0.7283831749818129,0.053097902070816584,0.0541956517588676,0.5946463228815623,0.05651734064917904,0.600748495980505,0.7420749121587786,0.02537682873387559,0.5934061003101206,0.6489972530011222,0.03264359784487066,0.5671002390065532,0.8014207493932237,0.04141053378117772,0.41859789693986477,,,,,,
4517737,0.7591585861985746,0.11524449351921608,0.7081406487533176,,,,,,,,,,,,,,,,,,,,,,0.7591585861985746,0.11524449351921608,0.7229061285159246,,,,,,,,,,,,
4657157,1.060834416938997,0.02390803737286003,0.04648960492956531,,,,1.12577645263462,0.0313024014155573,0.13501012921722907,,,,0.9389997441543938,0.03578208902444776,0.2656834176251642,1.0600491504804066,0.023889240544694282,0.04506096169191249,,,,1.1269652970753428,0.0313359501045179,0.13427369677815237,0.9389997441543938,0.03578208902444776,0.2725589752762182,1.0720260566652162,0.03471060225367424,0.2970531689117573,1.0483381883058176,0.03290216500623091,0.021094240455614102,1.165720342390562,0.04731889029978665,0.3482458452585248,1.0885437891805403,0.041501025183028034,0.07452568452806015
4744099,0.6877540067702129,0.05718389715035297,0.859926073929899,,,,,,,,,,0.6694678963061321,0.07540347398257574,0.7315490793678475,0.6763407333458604,0.07417319467625398,0.7062922271469415,,,,,,,0.6311362721888434,0.060761754129595336,0.7040320063700157,,,,,,,,,,,,
4759444,0.7906593277771825,0.018969823001265138,0.002031416463358407,0.7633967235728147,0.023383539007771348,0.018663854565472295,1.0374943753836186,0.15878337346649796,0.7997696049705765,0.7482042501649667,0.08567915243088205,0.6859167770572239,0.8324741061906158,0.03529230487232355,0.09393766611255235,0.8458898740697605,0.03459519376667074,0.07466600150129778,0.7624429010926084,0.022554610084798903,0.016568838756266902,0.7728375282066394,0.02324664464890437,0.018044755818380203,0.8226806011283988,0.03270251125628018,0.1314362645001531,0.8910282744619356,0.05249945759105059,0.16347392755403017,0.805238770381081,0.04570397682548951,0.6024770927285078,,,,,,
4798295,1.1962452889088007,0.0326666090710547,0.3381148717483001,1.0124989405215925,0.07590920962322825,0.39465339892794027,,,,1.2748219618794032,0.048523358090953754,0.6799466478036212,1.1724822896124356,0.05460295593188747,0.45456100220453244,1.1741315372591499,0.053062161053008546,0.46757214623791404,1.2095800771277776,0.0414549594973698,0.4827220097305873,1.032518153258253,0.07216826072630092,0.3081843863150254,1.2304716789778873,0.03635819502549277,0.6457716091384785,1.1865516058030112,0.08214576230630705,0.37729501409524635,1.162016966255784,0.06799914779688374,0.2581145781281172,,,,,,
4850153,0.8374390657054885,0.015630944232401665,0.03146299534168125,0.6722913517002149,0.03704318203810389,0.9088992288271858,0.7639498224070634,0.03905600473574431,0.3050937195758016,0.8368738847584062,0.03748576627271537,0.22663501502226563,0.8915849313223242,0.021680902376936085,0.006977714287187414,0.86701914019892,0.019069050001900123,0.00931585700122319,0.762983259829594,0.026798140775753397,0.4150246970603475,0.7198643055315503,0.027030413183983956,0.44165825798670094,0.8799165649157953,0.01881757386379045,0.05612025999412563,0.8893802940904886,0.02744111804914114,0.5339438904120953,0.8457756093321845,0.026477011651742696,0.01440397176325599,0.7240136862127137,0.05459254813144265,0.6145973557181754,0.8085623312997782,0.0549327054537606,0.21644969350430607
4929808,0.7885069705846556,0.013471889980037207,0.0011583710869256998,0.7266662228014757,0.016052635000069388,0.0009999999999998899,0.5734749741307066,0.04645786003226337,0.42841931199387767,1.1346397447471772,0.07642131826716986,0.8271321457155416,0.8848646748672285,0.026645125191407795,0.6511269559692817,0.8365114986823884,0.024043306581234727,0.8433831117327218,0.761396205557588,0.01614764734336742,0.0009999999999998899,0.7132677005520492,0.015277815097095714,0.0009999999999998899,0.9226798612418177,0.02548378762942425,0.8491137226313858,0.8620320519496238,0.03356914158752087,0.5068923339248507,0.812504558497585,0.03417756400624548,0.8324703147809678,0.6377491500622444,0.07719263401523385,0.8721688124028988,0.5217801166507157,0.056664789542302314,0.35075865033114245
4962863,0.65462654971738,0.06672925197720288,0.19173594450579404,,,,,,,0.5946894729331689,0.06756027241812175,0.9087359846841274,,,,,,,0.5946894729331689,0.06756027241812175,0.9152923517380771,,,,0.6988122296966255,0.07153761283765246,0.25847804467016205,,,,,,,,,,,,
